-7.321770191192626953e-01 -6.960362195968627930e-01 -5.482422113418579102e-01 -1.015854120254516602e+00 -9.716518521308898926e-01 -1.552439093589782715e+00 -1.086876153945922852e+00 -9.552356600761413574e-01 4.881466031074523926e-01 1.009591698646545410e+00 1.201275438070297241e-01 -5.732076168060302734e-01 1.464288115501403809e+00 1.568740457296371460e-01 1.221334338188171387e-01 5.313160419464111328e-01 -6.026345491409301758e-01 -2.438136816024780273e+00 6.341559290885925293e-01 -3.449076041579246521e-02 -3.812247812747955322e-01 -1.138565301895141602e+00 7.012279033660888672e-01 -6.142338365316390991e-02 1.920709729194641113e+00
-5.917696356773376465e-01 -8.327329754829406738e-01 7.576791048049926758e-01 2.561083555221557617e+00 1.233245730400085449e+00 2.388475239276885986e-01 -9.127544164657592773e-01 -8.259619027376174927e-02 6.085088849067687988e-01 1.541795969009399414e+00 2.059689909219741821e-01 -9.115256667137145996e-01 -1.196158170700073242e+00 1.511932492256164551e+00 -5.343267917633056641e-01 7.978025823831558228e-02 1.428306698799133301e+00 -8.915173821151256561e-03 1.436113476753234863e+00 -8.586179018020629883e-01 -4.653007686138153076e-01 4.784709513187408447e-01 -4.175523519515991211e-01 6.705746650695800781e-01 -8.826279640197753906e-01
9.313442111015319824e-01 1.734690964221954346e-01 8.668211102485656738e-01 -2.511946856975555420e-01 2.181612551212310791e-01 -1.016918897628784180e+00 -1.778878450393676758e+00 -1.426545739173889160e+00 -1.098684191703796387e+00 1.210046768188476562e+00 -8.981204628944396973e-01 -7.810783982276916504e-01 -1.820792257785797119e-01 1.258731633424758911e-01 -1.581850051879882812e+00 -1.711619138717651367e+00 -1.381499409675598145e+00 -1.316246032714843750e+00 -5.048556923866271973e-01 -3.687415719032287598e-01 2.100907079875469208e-02 -2.769619524478912354e-01 -1.073497533798217773e+00 -1.849966168403625488e+00 2.589085996150970459e-01
1.299932003021240234e+00 3.766414523124694824e-01 1.307467103004455566e+00 1.130602717399597168e+00 -2.094169378280639648e+00 -5.123768448829650879e-01 1.773821830749511719e+00 -7.272785902023315430e-01 1.005014419555664062e+00 -6.357126832008361816e-01 7.563967257738113403e-02 2.324723958969116211e+00 1.333063393831253052e-01 3.144857287406921387e-01 -2.101437188684940338e-02 7.237096428871154785e-01 2.001589238643646240e-01 -1.227401614189147949e+00 -2.146707028150558472e-01 -8.896084129810333252e-02 -3.088514089584350586e+00 -1.227391123771667480e+00 1.079144001007080078e+00 1.289880990982055664e+00 -9.286719560623168945e-01
-3.056784391403198242e+00 -7.111549843102693558e-03 5.444442033767700195e-01 -2.977155745029449463e-01 -1.512061357498168945e-01 -7.499865293502807617e-01 -8.660431504249572754e-01 -2.188632726669311523e+00 2.097298204898834229e-01 -5.969306826591491699e-01 -1.650181293487548828e+00 -3.641504794359207153e-02 -9.596634507179260254e-01 6.374220252037048340e-01 9.952344298362731934e-01 -6.059364080429077148e-01 1.032623887062072754e+00 1.758248060941696167e-01 4.594250917434692383e-01 9.289180040359497070e-01 1.531547784805297852e+00 4.985924065113067627e-01 1.528251051902770996e+00 -1.471127033233642578e+00 2.210852861404418945e+00
1.137901172041893005e-01 -8.850286006927490234e-01 1.220844268798828125e+00 1.850625157356262207e+00 7.438079714775085449e-01 -1.261344671249389648e+00 -1.320406675338745117e+00 1.876503705978393555e+00 1.469732522964477539e+00 -6.951290965080261230e-01 1.118118524551391602e+00 -2.846262603998184204e-02 -5.896974205970764160e-01 -4.535055458545684814e-01 -2.070662230253219604e-01 8.715755343437194824e-01 7.264651358127593994e-02 -7.960518598556518555e-01 1.435383200645446777e+00 7.035384327173233032e-02 -1.413998842239379883e+00 -2.892594337463378906e+00 2.386847585439682007e-01 -1.499100308865308762e-02 1.670994311571121216e-01
7.110995650291442871e-01 -1.734996557235717773e+00 -1.172706365585327148e+00 8.727157115936279297e-01 -4.242188632488250732e-01 -1.577134132385253906e+00 8.882534503936767578e-01 -5.502774119377136230e-01 -1.134896278381347656e+00 -4.871134757995605469e-01 1.280072331428527832e+00 -2.963603138923645020e-01 2.098232984542846680e+00 -2.091253995895385742e+00 6.845498681068420410e-01 9.081827402114868164e-01 -1.904625743627548218e-01 1.868867725133895874e-01 7.490841150283813477e-01 3.723358269780874252e-03 1.720904707908630371e+00 6.311915516853332520e-01 7.199675440788269043e-01 -1.326245963573455811e-01 -6.996607780456542969e-01
-5.000180006027221680e-01 -6.668418049812316895e-01 -1.569639801979064941e+00 -2.618077993392944336e-01 3.427163884043693542e-02 -2.980729043483734131e-01 8.922770023345947266e-01 -1.162839829921722412e-01 3.890631198883056641e-01 -2.268433868885040283e-01 1.020079374313354492e+00 -2.259068489074707031e+00 -1.671885251998901367e+00 -4.767271280288696289e-01 6.687363386154174805e-01 4.219198226928710938e-02 1.807671070098876953e+00 -2.923793196678161621e-01 -4.112023413181304932e-01 1.293727517127990723e+00 -7.409899234771728516e-01 1.167105078697204590e+00 -1.696899235248565674e-01 1.807735204696655273e+00 1.858070611953735352e+00
8.604863882064819336e-01 1.668772846460342407e-01 2.216446876525878906e+00 7.920032739639282227e-01 1.076619386672973633e+00 -1.217111825942993164e+00 1.719839096069335938e+00 -4.268635809421539307e-01 4.028730690479278564e-01 -2.670798301696777344e-01 9.179518818855285645e-01 -1.658582806587219238e+00 -8.562537431716918945e-01 -2.724801003932952881e-01 -3.397765159606933594e-01 -1.261640548706054688e+00 -9.964350461959838867e-01 -4.488649368286132812e-01 5.013262107968330383e-02 2.148335240781307220e-02 -1.500068187713623047e+00 -2.508329629898071289e+00 1.192252859473228455e-01 6.765558570623397827e-02 -8.598504662513732910e-01
1.392522931098937988e+00 -5.181831121444702148e-01 -1.251065492630004883e+00 9.686792492866516113e-01 4.918684661388397217e-01 5.240992307662963867e-01 1.412285089492797852e+00 6.577907204627990723e-01 2.703603029251098633e+00 -3.940432965755462646e-01 1.924263685941696167e-01 -4.457696154713630676e-02 -5.335083007812500000e-01 4.532621204853057861e-01 2.018220424652099609e+00 1.445544362068176270e+00 1.019584387540817261e-01 -6.766775250434875488e-01 6.463431715965270996e-01 -5.547749400138854980e-01 7.249366641044616699e-01 -1.585700035095214844e+00 1.045952320098876953e+00 7.902508974075317383e-02 -3.707640767097473145e-01
