3.162305653095245361e-01 -5.067712068557739258e-01 1.183222889900207520e+00 1.380438685417175293e+00 1.510556638240814209e-01 -1.069011464715003967e-01 -1.140096709132194519e-01
2.486939430236816406e-01 -9.434590339660644531e-01 9.651942253112792969e-01 2.724753916263580322e-01 1.603034377098083496e+00 -1.052728652954101562e+00 9.640810079872608185e-03
6.566014885902404785e-01 -2.448249161243438721e-01 1.960478067398071289e+00 -4.900552928447723389e-01 1.060659170150756836e+00 2.126063823699951172e+00 3.621299564838409424e-01
8.728754520416259766e-01 -1.281535029411315918e+00 5.110964775085449219e-01 1.352718025445938110e-01 -2.298133075237274170e-02 3.764574825763702393e-01 -7.986871004104614258e-01
4.748235046863555908e-01 5.268812179565429688e-01 -2.937930226325988770e-01 -9.342157244682312012e-01 1.596106648445129395e+00 4.566219747066497803e-01 1.510108113288879395e+00
8.014010787010192871e-01 -9.199867248535156250e-01 2.968419715762138367e-02 -1.542732417583465576e-01 -9.149652719497680664e-02 -1.181552290916442871e+00 -1.930130362510681152e+00
-5.286765098571777344e-01 8.954227566719055176e-01 2.244136333465576172e+00 2.077111721038818359e+00 8.552815020084381104e-02 1.808110117912292480e+00 6.029080152511596680e-01
-2.617934346199035645e-01 -2.713532745838165283e-01 -7.668659836053848267e-02 -4.295447096228599548e-02 -3.220864832401275635e-01 -3.466574549674987793e-01 -7.073150575160980225e-02
-1.680248260498046875e+00 7.039731740951538086e-01 2.995642274618148804e-02 2.186801284551620483e-01 -1.259325146675109863e+00 -6.752007007598876953e-01 -1.251582384109497070e+00
2.280795127153396606e-01 -4.458564519882202148e-01 1.457388401031494141e+00 8.341497182846069336e-02 -1.476064085960388184e+00 -7.034761905670166016e-01 8.024582862854003906e-01
-7.418208122253417969e-01 2.471880018711090088e-01 8.110679686069488525e-02 -4.890326857566833496e-01 3.206718862056732178e-01 -9.284288287162780762e-01 -1.076844453811645508e+00
-9.135298132896423340e-01 -2.360652834177017212e-01 -1.489520549774169922e+00 -1.065947532653808594e+00 -1.155673742294311523e+00 2.420441150665283203e+00 -1.118196487426757812e+00
-1.823534369468688965e-01 2.713806629180908203e-01 5.179895162582397461e-01 2.970149815082550049e-01 1.818081259727478027e+00 1.694874763488769531e+00 -1.022737264633178711e+00
4.603015780448913574e-01 3.686312735080718994e-01 -1.771204769611358643e-01 -1.640720516443252563e-01 5.952300429344177246e-01 1.967525780200958252e-01 3.386554419994354248e-01
3.193533122539520264e-01 -7.452031970024108887e-01 -1.136726960539817810e-01 -4.466001987457275391e-01 6.189047098159790039e-01 1.092336535453796387e+00 -1.579380989074707031e+00
-2.202999442815780640e-01 -1.788901805877685547e+00 9.739713072776794434e-01 5.926361680030822754e-01 6.981148123741149902e-01 -2.209688723087310791e-01 4.274687767028808594e-01
-2.022398233413696289e+00 5.927119255065917969e-01 1.563027501106262207e-01 1.949139237403869629e+00 4.299218952655792236e-01 -1.472029447555541992e+00 7.735530734062194824e-01
-4.426847696304321289e-01 1.429139018058776855e+00 -6.736259907484054565e-02 1.386746883392333984e+00 -6.633630394935607910e-01 1.153628110885620117e+00 -5.600416064262390137e-01
2.526588439941406250e+00 1.042959690093994141e+00 -7.043770700693130493e-02 -2.380012750625610352e+00 5.446206927299499512e-01 -4.296998083591461182e-01 -4.781780242919921875e-01
4.784561395645141602e-01 1.157296538352966309e+00 1.161076903343200684e+00 1.213047504425048828e-01 1.964860081672668457e+00 -2.341803312301635742e+00 1.446316480636596680e+00
8.707515001296997070e-01 1.792089700698852539e+00 3.948148787021636963e-01 4.782175719738006592e-01 -8.190732598304748535e-01 6.213675737380981445e-01 7.387318015098571777e-01
4.144669324159622192e-02 -1.927383303642272949e+00 1.236885339021682739e-01 8.769187331199645996e-01 2.605828344821929932e-01 1.484139919281005859e+00 1.103094965219497681e-02
1.668189644813537598e+00 -9.684211015701293945e-02 9.468272328376770020e-01 1.410693764686584473e+00 1.020567059516906738e+00 -1.277072668075561523e+00 -1.331168293952941895e+00
-6.937236338853836060e-02 -6.969074159860610962e-02 -5.310773849487304688e-01 1.794578552246093750e+00 8.503156304359436035e-01 2.490733005106449127e-02 1.909733265638351440e-01
1.567857563495635986e-01 -9.285559654235839844e-01 4.442117512226104736e-01 -3.005674481391906738e-01 -1.651283025741577148e+00 1.233867526054382324e+00 -1.611380130052566528e-01
